"threshold,raw_data_min_array",,,,,,,,,,,,,,,,,
700,692,697,695,696,696,698,699,683,673,686,704,695,701,697,705,701,706,
693,700,703,701,702,702,703,697,695,690,690,698,689,695,691,699,697,686,
689,695,698,696,697,697,698,699,699,699,689,701,689,696,696,700,692,676,
682,701,703,701,702,701,703,696,695,694,692,706,693,701,701,706,697,674,
688,694,697,698,692,701,699,700,697,698,686,699,687,694,695,700,691,678,
680,699,701,703,698,706,704,697,694,692,690,704,693,699,700,705,697,675,
689,693,696,697,691,699,697,698,696,685,696,692,696,689,697,695,697,675,
682,698,701,702,697,705,703,696,693,679,699,697,701,695,702,700,703,672,
688,697,702,687,703,696,692,690,697,683,694,691,695,689,696,695,697,675,
681,703,707,693,709,701,698,689,694,678,698,696,700,694,702,700,702,672,
681,697,702,687,703,696,692,690,697,689,689,689,687,689,690,698,693,682,
674,703,707,693,709,701,698,689,694,685,693,694,692,695,696,703,698,678,
677,697,690,692,686,696,688,691,696,687,686,686,684,686,687,695,690,679,
671,702,695,697,692,702,694,690,693,683,690,691,690,692,693,701,696,676,
678,696,689,691,686,696,688,691,696,686,687,682,689,684,692,694,695,676,
672,702,695,697,692,702,694,683,694,682,691,688,695,690,698,700,701,672,
678,690,700,695,691,694,697,686,700,686,687,682,690,685,692,695,696,676,
672,696,705,701,697,700,703,682,699,682,691,688,695,690,698,701,701,673,
680,690,700,695,691,694,697,686,700,691,686,693,689,687,693,695,694,677,
676,696,705,701,697,700,702,690,700,685,689,699,694,692,699,701,699,672,
681,693,695,697,687,696,684,687,694,690,686,693,689,687,694,695,694,677,
676,698,701,702,693,702,690,691,691,685,681,698,695,692,699,701,700,672,
685,693,695,697,687,697,685,687,694,688,680,687,690,686,689,692,692,677,
680,698,700,703,693,702,690,691,692,684,678,692,695,691,694,698,697,672,
685,692,697,693,691,688,693,685,698,689,682,687,690,686,689,693,692,678,
680,698,703,699,697,694,699,690,696,684,679,692,695,691,694,698,698,674,
680,692,697,693,691,688,693,686,697,687,679,693,688,690,688,693,689,687,
675,698,703,698,697,694,699,690,696,682,676,699,694,695,693,699,694,681,
680,696,699,701,691,690,695,692,692,687,680,693,688,689,688,693,689,687,
